dataset,fold,case,label_1_hd95,label_1_esd_mm,label_1_density_hu
KidneyCyst,fold_3,neg_001.nii.gz,,7.693168378434679,18.237903225806452
KidneyCyst,fold_3,neg_002.nii.gz,,6.924368331048333,42.65725806451613
KidneyCyst,fold_3,neg_007.nii.gz,,5.101301942366329,72.17045454545455
KidneyCyst,fold_3,neg_015.nii.gz,,10.071929329884247,-16.279239766081872
KidneyCyst,fold_3,neg_020.nii.gz,,1.7391340994650135,146.75
KidneyCyst,fold_3,neg_022.nii.gz,,4.976651274148959,12.97907949790795
KidneyCyst,fold_3,neg_024.nii.gz,,20.716515948146288,17.975891140363853
KidneyCyst,fold_3,neg_029.nii.gz,,31.26384069783219,1.4806640885451394
KidneyCyst,fold_3,neg_030.nii.gz,,11.453653887716602,14.669753086419753
KidneyCyst,fold_3,neg_032.nii.gz,,10.994776701457429,16.05548549810845
KidneyCyst,fold_3,neg_037.nii.gz,,19.483631743386653,7.750931966449208
KidneyCyst,fold_3,neg_042.nii.gz,,21.654100081728128,19.833685829648143
KidneyCyst,fold_3,neg_046.nii.gz,,43.67693273933909,-0.6948081990626195
KidneyCyst,fold_3,neg_048.nii.gz,,17.36085273103736,11.514450867052023
KidneyCyst,fold_3,neg_060.nii.gz,,10.659293106038993,26.367295597484276
KidneyCyst,fold_3,neg_064.nii.gz,,1.380351649502265,66.0
KidneyCyst,fold_3,neg_066.nii.gz,,2.2118447830561214,111.28571428571429
KidneyCyst,fold_3,neg_071.nii.gz,,21.90973656268251,12.76762216373853
KidneyCyst,fold_3,neg_078.nii.gz,,18.477315968563943,15.364660025985275
KidneyCyst,fold_3,neg_083.nii.gz,,9.126469084648065,58.09412861136999
KidneyCyst,fold_3,neg_090.nii.gz,,10.287128817671757,30.513380666302567
KidneyCyst,fold_3,neg_091.nii.gz,,7.479806612581993,19.02238805970149
KidneyCyst,fold_3,neg_092.nii.gz,,57.65227322620138,4.583799903518646
KidneyCyst,fold_3,neg_098.nii.gz,,21.31938241285238,1.7336340206185568
KidneyCyst,fold_3,neg_099.nii.gz,,22.68515849387475,39.46344225169848
KidneyCyst,fold_3,neg_100.nii.gz,,12.887474369110503,32.54933678421223
KidneyCyst,fold_3,neg_103.nii.gz,,21.30192481058628,12.87378195574917
