dataset,fold,case,label_1_hd95,label_1_esd_mm,label_1_density_hu,label_2_hd95,label_2_esd_mm,label_2_density_hu,label_3_hd95,label_3_esd_mm,label_3_density_hu,label_4_hd95,label_4_esd_mm,label_4_density_hu
KidneyAbnormalities,fold_0,multi_007.nii.gz,3.0,71.17019098530413,73.60940595355494,52.552380494805554,7.904715290820202,35.86624203821656,0.0,0.0,,129.9079194532757,53.272394884969195,68.01248543366073
KidneyAbnormalities,fold_0,multi_017.nii.gz,8.883430882169414,108.56762031784743,78.4807297611965,26.121829024229758,52.53724231836404,17.006631832797428,0.0,0.0,,181.18249197855494,59.285718647617884,64.06022411411989
KidneyAbnormalities,fold_0,multi_021.nii.gz,53.2423594549681,88.18542074380734,146.24559456438683,1.9548273830843095,30.345198175320682,17.841199440775203,0.0,0.0,,110.1442964579439,115.71293038920827,34.601391493664636
KidneyAbnormalities,fold_0,multi_023.nii.gz,1.4843759536743164,93.47733227087116,136.96839610642607,2.5,4.240877598129021,27.310344827586206,0.0,0.0,,2.5,38.2291834256036,137.8818434307772
KidneyAbnormalities,fold_0,multi_035.nii.gz,1.640625,76.66774141728793,141.95883113426365,49.14920675060066,5.76818169419526,62.285714285714285,0.0,0.0,,3.1931628618816172,39.267623918295186,51.43322484788453
KidneyAbnormalities,fold_0,multi_037.nii.gz,1.0496116283237815,84.62293986341835,93.82644190497685,1.6595817020506252,19.749798836747715,27.1160805735746,0.0,0.0,,2.5,16.461326736159293,65.68691037735849
KidneyAbnormalities,fold_0,multi_047.nii.gz,1.3810679320049757,95.47612994027195,94.77661060542168,58.16071756248209,22.967720879252262,11.839672279013831,0.0,0.0,,61.99911937630296,18.185539007188698,80.93503937007874
KidneyAbnormalities,fold_0,multi_049.nii.gz,1.0,86.02891186366972,113.11157967331918,10.41539154386252,19.981311400876468,28.49582675389127,0.0,0.0,,52.51343414488952,16.276224905003218,68.5780467445743
KidneyAbnormalities,fold_0,multi_050.nii.gz,1.953125,92.37480606662837,125.73305574297783,42.16178791837407,17.698998977586314,36.17739816031538,0.0,0.0,,2.0,35.92879870927155,72.70043983663211
KidneyAbnormalities,fold_0,multi_051.nii.gz,3.313852727727324,88.42984638390807,159.63241964468506,3.3866239159887392,8.885624762760441,51.18385650224215,0.0,0.0,,4.320735334617466,55.95383052220878,76.80387543998276
KidneyAbnormalities,fold_0,multi_062.nii.gz,1.0,82.23889739193324,153.56749850564773,17.149272800233504,6.103350362629888,59.969849246231156,0.0,0.0,,1.0938058021479407,16.906903155766518,125.54491725768321
