dataset,fold,case,label_1_hd95,label_1_esd_mm,label_1_density_hu
KidneyTumor,fold_2,neg_109.nii.gz,0.0,0.0,
KidneyTumor,fold_2,neg_117.nii.gz,0.0,0.0,
KidneyTumor,fold_2,neg_122.nii.gz,0.0,0.0,
KidneyTumor,fold_2,tumor_001.nii.gz,2.880215764970257,19.070093972552467,63.04709603725507
KidneyTumor,fold_2,tumor_006.nii.gz,23.986375697956312,19.931499071236676,112.02365557483047
KidneyTumor,fold_2,tumor_010.nii.gz,1.7294588263474935,42.23979464274821,44.994390964905634
KidneyTumor,fold_2,tumor_014.nii.gz,8.450873732680138,106.78149610376944,81.1391124135574
KidneyTumor,fold_2,tumor_016.nii.gz,3.2573721974641616,26.85257881014367,140.73408602150536
KidneyTumor,fold_2,tumor_025.nii.gz,1.9687034964745833,51.415782069929634,68.97906604715617
KidneyTumor,fold_2,tumor_031.nii.gz,12.964468890520786,76.4212313495026,50.767384516190916
KidneyTumor,fold_2,tumor_032.nii.gz,8.0,19.92839536709044,55.185095541401274
KidneyTumor,fold_2,tumor_039.nii.gz,169.87066973975928,27.363621570791175,101.20861136282505
KidneyTumor,fold_2,tumor_043.nii.gz,261.7924859981616,33.87866854153979,86.0192514871891
KidneyTumor,fold_2,tumor_044.nii.gz,96.61248111053386,38.785937686378,77.68598459692171
KidneyTumor,fold_2,tumor_045.nii.gz,235.97421141349028,54.353031041167206,29.990268942495433
KidneyTumor,fold_2,tumor_048.nii.gz,139.0942079844774,82.42775333563027,16.697504806274093
KidneyTumor,fold_2,tumor_049.nii.gz,177.21448425457316,81.05407932339888,75.35063053909892
KidneyTumor,fold_2,tumor_054.nii.gz,147.06522386495678,40.36584896739162,114.3594985923046
KidneyTumor,fold_2,tumor_056.nii.gz,135.85105543359685,25.025331154194927,75.50429734959276
KidneyTumor,fold_2,tumor_061.nii.gz,217.10606857940127,41.261295629730235,44.900046670815186
KidneyTumor,fold_2,tumor_063.nii.gz,69.00546459363622,43.00237661369481,39.080278537677195
KidneyTumor,fold_2,tumor_071.nii.gz,3.5510025542971664,26.249436407405767,159.34123358826446
KidneyTumor,fold_2,tumor_072.nii.gz,6.71875,37.14614239127204,116.28133857009495
KidneyTumor,fold_2,tumor_073.nii.gz,90.39757768362917,57.013668392037815,38.49946563478902
KidneyTumor,fold_2,tumor_079.nii.gz,5.0,27.866394529800967,127.1845917845577
KidneyTumor,fold_2,tumor_081.nii.gz,163.9322564954119,48.24432511799261,41.29623185751568
KidneyTumor,fold_2,tumor_089.nii.gz,4.006951966582579,37.05853377598482,94.87206473712952
KidneyTumor,fold_2,tumor_095.nii.gz,2.0,35.80325502662462,73.06294150329391
KidneyTumor,fold_2,tumor_103.nii.gz,163.30259038765226,91.75272001481758,32.23706409154643
KidneyTumor,fold_2,tumor_112.nii.gz,321.7006332857846,34.98542554819123,71.31996733360555
KidneyTumor,fold_2,tumor_125.nii.gz,2.77783542149391,54.47791518729468,211.072423006305
KidneyTumor,fold_2,tumor_126.nii.gz,166.5503936190942,38.14352477884806,154.75764713800183
KidneyTumor,fold_2,tumor_141.nii.gz,96.94625043830811,29.189989280661276,74.85872376255487
KidneyTumor,fold_2,tumor_153.nii.gz,225.70299672247575,12.432741938675077,87.07992202729045
KidneyTumor,fold_3,neg_000.nii.gz,,41.35236227055708,15.721307162027049
KidneyTumor,fold_3,neg_003.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_006.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_007.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_008.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_021.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_032.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_037.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_045.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_046.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_058.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_060.nii.gz,,60.62409417810852,-0.9644062486012265
KidneyTumor,fold_3,neg_063.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_065.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_069.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_102.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_111.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_114.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_116.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_121.nii.gz,0.0,0.0,
KidneyTumor,fold_3,neg_123.nii.gz,0.0,0.0,
